specimen_id,species,canopy_zone,vigor,crown_height_m,trunk_girth_cm,bark_glow,vitality_index
FX-3733,Emberoak,Mistfen Reach,Thriving,30.6,31.2,46.5,60.4
FX-3734,Bloomspire,Mistfen Reach,Thriving,24.7,38.7,52.8,68.4
FX-3735,Bloomspire,Hollowdeep,Thriving,22.0,34.3,55.0,60.2
FX-3736,Verdant Ash,Sunspire Heights,Radiant,17.1,18.9,84.5,56.9
FX-3737,Whispering Linden,Mistfen Reach,Thriving,24.3,19.9,58.6,45.2
FX-3738,Thornlace,Sunspire Heights,Husk,15.5,8.7,5.9,52.5
FX-3739,Coralmaple,Mistfen Reach,Thriving,28.8,18.9,49.8,65.9
FX-3740,Coralmaple,Sunspire Heights,Waning,32.2,22.5,35.5,68.6
FX-3741,Whispering Linden,Sunspire Heights,Thriving,29.1,13.4,51.7,51.3
FX-3742,Goldfan Ginko,Cragside,Thriving,41.1,12.1,51.9,64.4
FX-3743,Ironcrown Oak,Mistfen Reach,Radiant,22.1,30.1,82.5,67.1
FX-3744,Bloomspire,Mistfen Reach,Thriving,18.9,30.5,54.3,66.2
FX-3745,Ghostplane,Sunspire Heights,Waning,22.6,40.2,42.1,55.1
FX-3746,Ghostplane,Mistfen Reach,Thriving,16.5,34.6,68.8,46.6
FX-3747,Glasszelkova,Sunspire Heights,Thriving,38.8,10.8,50.7,52.2
FX-3748,Verdant Ash,Sunspire Heights,Thriving,24.1,16.3,46.5,54.0
FX-3749,Goldfan Ginko,Mistfen Reach,Radiant,32.2,17.5,78.5,71.4
FX-3750,Goldfan Ginko,Hollowdeep,Radiant,29.1,15.8,81.7,64.3
FX-3751,Thornlace,Hollowdeep,Thriving,8.1,10.8,50.9,42.9
FX-3752,Ironcrown Oak,Cragside,Radiant,26.3,28.6,73.6,67.0
FX-3753,Thornlace,Hollowdeep,Radiant,13.3,12.9,76.1,45.1
FX-3754,Bloomspire,Mistfen Reach,Thriving,19.0,36.9,57.6,57.1
FX-3755,Glasszelkova,Sunspire Heights,Thriving,33.1,10.5,64.6,54.9
FX-3756,Goldfan Ginko,Mistfen Reach,Radiant,33.1,12.8,78.6,69.0
FX-3757,Palepear,Sunspire Heights,Thriving,15.0,6.4,43.1,58.2
FX-3758,Ghostplane,Hollowdeep,Thriving,12.3,30.0,49.6,46.2
FX-3759,Duskmaple,Mistfen Reach,Radiant,19.6,30.4,74.3,63.9
FX-3760,Thornlace,Sunspire Heights,Waning,23.0,12.7,26.9,47.6
FX-3761,Coralmaple,Mistfen Reach,Thriving,29.0,24.5,43.2,61.9
FX-3762,Thornlace,Sunspire Heights,Waning,19.5,12.4,33.9,58.6
FX-3763,Goldfan Ginko,Mistfen Reach,Thriving,33.2,12.5,46.8,57.8
FX-3764,Goldfan Ginko,Cragside,Thriving,30.8,11.1,48.2,72.9
FX-3765,Duskmaple,Mistfen Reach,Thriving,21.4,25.2,56.8,64.3
FX-3766,Duskmaple,Cragside,Waning,21.4,26.1,28.4,67.4
FX-3767,Duskmaple,Hollowdeep,Thriving,12.7,19.1,58.2,63.6
FX-3768,Verdant Ash,Hollowdeep,Radiant,18.5,24.3,76.7,42.2
FX-3769,Emberoak,Hollowdeep,Radiant,22.2,27.5,74.7,67.0
FX-3770,Bloomspire,Cragside,Thriving,23.8,35.3,56.4,61.8
FX-3771,Ironcrown Oak,Hollowdeep,Thriving,18.0,28.2,59.1,64.9
FX-3772,Verdant Ash,Mistfen Reach,Radiant,16.7,20.0,68.3,46.8
FX-3773,Bloomspire,Cragside,Thriving,23.7,31.9,62.3,70.0
FX-3774,Goldfan Ginko,Hollowdeep,Thriving,29.5,11.8,55.9,64.9
FX-3775,Ironcrown Oak,Mistfen Reach,Thriving,18.0,29.0,56.7,60.1
FX-3776,Whispering Linden,Hollowdeep,Thriving,20.2,19.9,50.0,42.8
FX-3777,Emberoak,Mistfen Reach,Thriving,25.7,31.1,49.6,60.5
FX-3778,Bloomspire,Mistfen Reach,Thriving,21.1,31.5,47.8,73.0
FX-3779,Ironcrown Oak,Mistfen Reach,Radiant,25.7,37.1,76.2,67.0
FX-3780,Palepear,Mistfen Reach,Waning,14.8,14.0,23.8,43.2
FX-3781,Thornlace,Sunspire Heights,Waning,19.8,8.9,36.2,51.4
FX-3782,Goldfan Ginko,Cragside,Radiant,29.5,13.4,73.3,74.8
FX-3783,Glasszelkova,Sunspire Heights,Thriving,30.1,12.4,64.5,49.7
FX-3784,Ironcrown Oak,Mistfen Reach,Thriving,24.0,33.4,63.2,63.6
FX-3785,Emberoak,Cragside,Thriving,35.6,24.5,58.2,67.4
FX-3786,Verdant Ash,Sunspire Heights,Thriving,23.4,19.9,57.0,52.1
FX-3787,Duskmaple,Mistfen Reach,Thriving,14.0,29.7,43.6,70.8
FX-3788,Palepear,Sunspire Heights,Thriving,18.9,11.8,56.1,55.1
FX-3789,Goldfan Ginko,Mistfen Reach,Waning,29.4,14.9,29.4,62.6
FX-3790,Emberoak,Mistfen Reach,Thriving,26.0,28.4,62.3,64.4
FX-3791,Palepear,Mistfen Reach,Thriving,13.8,12.9,47.5,42.3
FX-3792,Ironcrown Oak,Mistfen Reach,Waning,19.5,29.3,26.0,61.4
FX-3793,Whispering Linden,Mistfen Reach,Thriving,25.0,14.9,43.7,42.5
FX-3794,Palepear,Sunspire Heights,Thriving,19.9,4.7,52.5,57.5
FX-3795,Coralmaple,Mistfen Reach,Thriving,27.9,13.8,55.0,66.7
FX-3796,Ghostplane,Mistfen Reach,Waning,19.9,31.6,22.3,46.0
FX-3797,Coralmaple,Mistfen Reach,Thriving,32.8,19.7,55.8,71.1
FX-3798,Emberoak,Mistfen Reach,Waning,27.8,28.0,37.2,62.8
FX-3799,Ironcrown Oak,Mistfen Reach,Radiant,18.0,28.8,74.7,65.6
FX-3800,Glasszelkova,Sunspire Heights,Thriving,32.6,14.6,60.9,55.8
FX-3801,Verdant Ash,Sunspire Heights,Thriving,18.6,16.2,59.6,56.6
FX-3802,Coralmaple,Cragside,Waning,31.2,20.2,20.6,69.5
FX-3803,Ironcrown Oak,Mistfen Reach,Thriving,24.9,26.7,50.9,67.0
FX-3804,Emberoak,Mistfen Reach,Thriving,23.7,29.3,57.4,67.6
FX-3805,Glasszelkova,Sunspire Heights,Thriving,31.4,13.4,52.4,49.8
FX-3806,Duskmaple,Hollowdeep,Thriving,20.6,23.3,60.5,63.1
FX-3807,Goldfan Ginko,Sunspire Heights,Thriving,38.7,16.5,53.8,73.4
FX-3808,Emberoak,Cragside,Thriving,27.1,25.1,58.7,67.0
FX-3809,Ghostplane,Sunspire Heights,Thriving,23.8,32.6,57.8,56.0
FX-3810,Thornlace,Sunspire Heights,Radiant,18.4,9.0,85.6,55.0
FX-3811,Palepear,Sunspire Heights,Thriving,20.9,4.6,54.8,53.0
FX-3812,Coralmaple,Cragside,Thriving,28.5,21.8,43.3,66.4
FX-3813,Palepear,Sunspire Heights,Radiant,22.3,10.1,83.0,58.2
FX-3814,Duskmaple,Mistfen Reach,Thriving,17.6,19.3,63.7,65.3
FX-3815,Verdant Ash,Sunspire Heights,Thriving,24.1,21.8,50.1,50.1
FX-3816,Whispering Linden,Mistfen Reach,Thriving,23.6,15.8,55.2,43.4
FX-3817,Thornlace,Mistfen Reach,Radiant,13.8,15.1,84.6,52.2
FX-3818,Emberoak,Hollowdeep,Waning,24.0,22.5,33.0,59.9
FX-3819,Verdant Ash,Sunspire Heights,Waning,19.2,22.9,29.4,50.2
FX-3820,Goldfan Ginko,Hollowdeep,Radiant,30.9,12.8,79.7,67.5
FX-3821,Goldfan Ginko,Mistfen Reach,Waning,30.3,21.2,32.5,65.9
FX-3822,Emberoak,Mistfen Reach,Waning,25.1,27.5,29.8,66.0
FX-3823,Bloomspire,Cragside,Thriving,25.9,42.3,64.8,68.0
FX-3824,Duskmaple,Hollowdeep,Thriving,18.9,22.2,51.5,59.1
FX-3825,Ironcrown Oak,Hollowdeep,Waning,22.8,28.5,27.4,63.4
FX-3826,Duskmaple,Cragside,Thriving,21.8,22.4,56.8,64.9
FX-3827,Coralmaple,Mistfen Reach,Radiant,33.6,24.7,77.1,70.4
FX-3828,Verdant Ash,Hollowdeep,Thriving,17.1,22.0,50.5,43.4
FX-3829,Goldfan Ginko,Mistfen Reach,Thriving,30.7,15.8,58.1,62.8
FX-3830,Thornlace,Mistfen Reach,Thriving,15.2,12.5,51.8,43.6
FX-3831,Bloomspire,Mistfen Reach,Radiant,20.6,38.3,81.2,70.2
FX-3832,Goldfan Ginko,Mistfen Reach,Radiant,34.6,10.7,76.8,63.3
FX-3833,Palepear,Sunspire Heights,Thriving,19.6,14.7,59.6,48.8
FX-3834,Coralmaple,Mistfen Reach,Thriving,25.3,18.3,58.5,64.8
FX-3835,Ironcrown Oak,Mistfen Reach,Thriving,20.3,35.9,43.7,63.3
FX-3836,Bloomspire,Mistfen Reach,Thriving,25.3,40.3,52.3,63.0
FX-3837,Ghostplane,Sunspire Heights,Radiant,25.7,35.5,78.5,57.0
FX-3838,Bloomspire,Mistfen Reach,Radiant,22.8,35.8,80.8,71.3
FX-3839,Emberoak,Hollowdeep,Radiant,21.8,27.9,77.3,65.3
FX-3840,Duskmaple,Mistfen Reach,Thriving,17.1,28.1,61.8,65.3
FX-3841,Bloomspire,Hollowdeep,Radiant,18.8,34.9,72.1,68.4
FX-3842,Ghostplane,Mistfen Reach,Thriving,19.0,29.7,53.1,48.9
FX-3843,Verdant Ash,Mistfen Reach,Thriving,13.9,17.5,49.1,42.5
FX-3844,Goldfan Ginko,Mistfen Reach,Radiant,33.7,14.8,88.7,64.7
FX-3845,Verdant Ash,Mistfen Reach,Thriving,18.4,22.5,54.7,44.6
FX-3846,Ghostplane,Mistfen Reach,Thriving,21.1,34.0,47.9,40.1
FX-3847,Ironcrown Oak,Cragside,Waning,22.3,32.2,23.8,66.4
FX-3848,Bloomspire,Hollowdeep,Thriving,17.5,35.1,53.0,66.4
FX-3849,Verdant Ash,Sunspire Heights,Thriving,20.6,16.2,40.2,51.0
FX-3850,Thornlace,Mistfen Reach,Thriving,18.9,13.6,54.8,44.2
FX-3851,Emberoak,Cragside,Thriving,28.6,26.4,52.8,69.5
FX-3852,Emberoak,Mistfen Reach,Radiant,25.2,24.5,87.1,66.1
FX-3853,Duskmaple,Hollowdeep,Radiant,18.3,21.0,82.4,61.4
FX-3854,Glasszelkova,Sunspire Heights,Thriving,31.9,13.7,60.7,48.1
FX-3855,Ironcrown Oak,Mistfen Reach,Radiant,21.1,25.7,89.5,68.4
FX-3856,Bloomspire,Sunspire Heights,Thriving,26.3,40.3,59.0,71.2
FX-3857,Glasszelkova,Sunspire Heights,Thriving,32.3,10.4,58.3,54.7
FX-3858,Verdant Ash,Mistfen Reach,Thriving,17.7,18.4,67.1,42.8
FX-3859,Palepear,Sunspire Heights,Thriving,22.9,6.1,46.9,52.0
FX-3860,Coralmaple,Mistfen Reach,Thriving,27.8,22.0,47.9,62.9
FX-3861,Emberoak,Mistfen Reach,Thriving,23.1,25.5,64.4,63.2
FX-3862,Glasszelkova,Sunspire Heights,Radiant,31.6,9.2,81.7,59.7
FX-3863,Emberoak,Mistfen Reach,Radiant,24.7,25.9,94.1,68.7
FX-3864,Ironcrown Oak,Hollowdeep,Thriving,22.5,32.3,61.2,64.1
FX-3865,Ghostplane,Hollowdeep,Waning,22.1,34.7,25.6,38.2
FX-3866,Glasszelkova,Hollowdeep,Thriving,29.9,7.3,60.3,41.5
FX-3867,Thornlace,Mistfen Reach,Waning,13.6,15.1,21.8,45.4
FX-3868,Thornlace,Mistfen Reach,Radiant,16.9,10.8,83.3,45.7
FX-3869,Glasszelkova,Mistfen Reach,Radiant,25.7,9.3,84.6,46.6
FX-3870,Verdant Ash,Sunspire Heights,Radiant,22.9,16.9,84.4,56.4
FX-3871,Glasszelkova,Mistfen Reach,Thriving,25.2,14.8,55.1,39.9
FX-3872,Duskmaple,Mistfen Reach,Thriving,18.3,29.2,50.3,69.6
FX-3873,Glasszelkova,Mistfen Reach,Thriving,30.0,12.6,57.3,48.5
FX-3874,Duskmaple,Hollowdeep,Radiant,18.1,24.1,78.6,61.6
FX-3875,Palepear,Mistfen Reach,Waning,9.1,4.2,23.3,43.9
FX-3876,Glasszelkova,Sunspire Heights,Thriving,31.9,8.3,66.6,51.1
FX-3877,Ironcrown Oak,Mistfen Reach,Waning,20.5,29.3,30.8,64.9
FX-3878,Thornlace,Sunspire Heights,Thriving,21.7,13.5,51.1,54.3
FX-3879,Emberoak,Cragside,Thriving,28.5,24.8,59.9,67.4
FX-3880,Duskmaple,Mistfen Reach,Thriving,20.0,24.6,55.7,64.2
FX-3881,Thornlace,Sunspire Heights,Thriving,18.5,15.3,52.4,51.9
FX-3882,Emberoak,Mistfen Reach,Radiant,23.4,30.8,74.4,69.6
FX-3883,Ironcrown Oak,Cragside,Thriving,23.7,31.5,49.5,67.6
FX-3884,Ironcrown Oak,Mistfen Reach,Waning,20.1,30.1,26.4,67.1
FX-3885,Coralmaple,Cragside,Thriving,31.8,19.9,54.3,66.0
FX-3886,Goldfan Ginko,Mistfen Reach,Radiant,33.5,13.6,81.5,66.5
FX-3887,Ghostplane,Sunspire Heights,Thriving,24.7,34.4,50.1,49.6
FX-3888,Ironcrown Oak,Cragside,Radiant,23.5,29.4,86.6,68.7
FX-3889,Bloomspire,Cragside,Radiant,24.4,40.6,78.3,69.4
FX-3890,Verdant Ash,Mistfen Reach,Thriving,18.4,21.9,55.6,49.7
FX-3891,Goldfan Ginko,Mistfen Reach,Thriving,30.1,14.4,59.2,64.3
FX-3892,Ironcrown Oak,Sunspire Heights,Thriving,26.8,32.1,58.4,78.3
FX-3893,Emberoak,Hollowdeep,Thriving,28.4,34.5,55.5,63.9
FX-3894,Verdant Ash,Mistfen Reach,Husk,14.9,18.8,11.7,42.7
FX-3895,Ironcrown Oak,Mistfen Reach,Husk,25.5,30.4,0.0,64.0
FX-3896,Glasszelkova,Sunspire Heights,Thriving,36.9,15.6,56.8,52.3
FX-3897,Goldfan Ginko,Sunspire Heights,Thriving,36.1,14.6,56.4,71.3
FX-3898,Verdant Ash,Sunspire Heights,Radiant,22.8,19.7,72.7,53.4
FX-3899,Coralmaple,Mistfen Reach,Waning,31.7,20.0,25.0,70.1
FX-3900,Bloomspire,Cragside,Radiant,21.8,33.4,82.0,67.8
FX-3901,Bloomspire,Cragside,Radiant,22.3,29.7,79.7,70.8
FX-3902,Ghostplane,Mistfen Reach,Radiant,20.8,32.4,79.6,43.5
FX-3903,Ghostplane,Sunspire Heights,Thriving,21.5,30.3,59.5,56.7
FX-3904,Glasszelkova,Sunspire Heights,Thriving,32.9,12.3,56.7,56.8
FX-3905,Glasszelkova,Hollowdeep,Thriving,21.8,15.8,52.6,39.0
FX-3906,Verdant Ash,Mistfen Reach,Thriving,12.1,18.8,58.6,46.4
FX-3907,Goldfan Ginko,Cragside,Thriving,35.8,17.1,55.2,67.9
FX-3908,Thornlace,Hollowdeep,Thriving,12.6,8.1,62.5,39.5
FX-3909,Palepear,Mistfen Reach,Waning,16.9,7.8,34.7,44.5
FX-3910,Glasszelkova,Hollowdeep,Thriving,30.1,7.6,50.9,41.0
FX-3911,Emberoak,Mistfen Reach,Thriving,26.3,30.6,60.2,65.6
FX-3912,Palepear,Hollowdeep,Thriving,11.4,9.5,62.9,43.3
FX-3913,Whispering Linden,Mistfen Reach,Thriving,25.2,16.3,53.9,50.4
FX-3914,Glasszelkova,Sunspire Heights,Thriving,32.6,12.4,51.4,54.4
FX-3915,Ghostplane,Sunspire Heights,Thriving,23.5,35.9,58.7,54.4
FX-3916,Verdant Ash,Mistfen Reach,Radiant,16.9,17.0,76.8,43.5
FX-3917,Ironcrown Oak,Mistfen Reach,Thriving,22.1,29.0,51.1,65.2
FX-3918,Ghostplane,Hollowdeep,Thriving,17.1,35.8,51.7,44.0
FX-3919,Goldfan Ginko,Mistfen Reach,Waning,33.9,13.9,30.2,63.5
FX-3920,Bloomspire,Cragside,Radiant,18.4,39.4,80.1,61.8
FX-3921,Coralmaple,Cragside,Radiant,32.2,22.7,76.1,65.9
FX-3922,Thornlace,Sunspire Heights,Radiant,22.5,8.9,81.5,57.0
FX-3923,Verdant Ash,Mistfen Reach,Thriving,18.4,17.2,56.0,52.8
FX-3924,Ghostplane,Mistfen Reach,Thriving,16.7,32.7,52.4,42.8
FX-3925,Coralmaple,Cragside,Thriving,23.0,22.4,48.7,68.6
FX-3926,Emberoak,Mistfen Reach,Radiant,22.9,25.4,80.9,62.9
FX-3927,Palepear,Sunspire Heights,Waning,17.1,9.9,24.6,53.1
FX-3928,Thornlace,Hollowdeep,Thriving,19.3,10.9,57.5,46.6
FX-3929,Whispering Linden,Mistfen Reach,Radiant,25.3,20.8,73.6,47.8
FX-3930,Thornlace,Mistfen Reach,Radiant,13.7,8.5,93.9,49.2
FX-3931,Ironcrown Oak,Mistfen Reach,Waning,23.1,32.6,28.6,59.9
FX-3932,Ironcrown Oak,Mistfen Reach,Thriving,25.6,33.0,57.4,64.8
FX-3933,Coralmaple,Cragside,Thriving,34.7,22.9,58.9,67.9
FX-3934,Verdant Ash,Mistfen Reach,Thriving,20.3,15.6,57.9,48.8
FX-3935,Palepear,Mistfen Reach,Husk,11.7,14.5,7.1,42.0
FX-3936,Ironcrown Oak,Mistfen Reach,Thriving,21.3,32.4,52.9,60.7
FX-3937,Thornlace,Mistfen Reach,Thriving,17.1,14.9,49.2,44.6
FX-3938,Glasszelkova,Hollowdeep,Thriving,24.2,8.9,68.3,41.3
FX-3939,Glasszelkova,Mistfen Reach,Radiant,25.6,12.1,74.9,50.8
FX-3940,Glasszelkova,Mistfen Reach,Waning,29.5,12.9,38.2,44.3
FX-3941,Glasszelkova,Mistfen Reach,Radiant,23.7,6.7,73.7,49.8
FX-3942,Palepear,Mistfen Reach,Thriving,12.4,8.0,59.1,50.9
FX-3943,Emberoak,Hollowdeep,Radiant,20.1,33.7,78.3,67.3
FX-3944,Emberoak,Sunspire Heights,Radiant,32.4,31.6,85.7,75.6
FX-3945,Bloomspire,Hollowdeep,Waning,16.4,32.8,36.5,60.6
FX-3946,Ghostplane,Mistfen Reach,Thriving,18.0,31.2,48.3,51.3
FX-3947,Coralmaple,Hollowdeep,Radiant,26.4,22.9,80.8,67.6
FX-3948,Thornlace,Mistfen Reach,Radiant,18.9,10.9,83.3,51.1
FX-3949,Whispering Linden,Mistfen Reach,Thriving,21.5,17.1,52.7,38.7
FX-3950,Ironcrown Oak,Cragside,Thriving,27.4,26.8,52.3,68.7
FX-3951,Verdant Ash,Sunspire Heights,Thriving,21.5,18.1,59.7,57.8
FX-3952,Goldfan Ginko,Mistfen Reach,Thriving,32.3,15.8,58.2,67.7
FX-3953,Ironcrown Oak,Cragside,Radiant,25.9,32.9,81.6,72.2
FX-3954,Goldfan Ginko,Mistfen Reach,Waning,30.7,15.0,32.6,55.9
FX-3955,Emberoak,Cragside,Thriving,27.1,28.4,55.2,65.8
FX-3956,Whispering Linden,Sunspire Heights,Thriving,29.0,12.9,51.7,53.9
FX-3957,Verdant Ash,Sunspire Heights,Thriving,21.3,18.4,65.8,56.6
FX-3958,Coralmaple,Sunspire Heights,Thriving,32.3,21.3,48.8,74.2
FX-3959,Bloomspire,Sunspire Heights,Thriving,23.0,36.1,58.8,75.0
FX-3960,Whispering Linden,Mistfen Reach,Thriving,23.8,18.1,50.1,46.6
FX-3961,Glasszelkova,Sunspire Heights,Radiant,35.1,11.2,83.9,53.9
FX-3962,Coralmaple,Cragside,Radiant,35.2,23.3,77.8,68.6
FX-3963,Bloomspire,Mistfen Reach,Waning,16.2,32.0,23.1,59.8
FX-3964,Ironcrown Oak,Mistfen Reach,Thriving,23.6,34.3,46.9,67.7
FX-3965,Duskmaple,Hollowdeep,Waning,17.9,23.8,32.0,63.3
FX-3966,Verdant Ash,Mistfen Reach,Radiant,18.6,13.8,81.7,50.6
FX-3967,Ironcrown Oak,Hollowdeep,Waning,19.8,27.7,27.8,60.8
FX-3968,Ghostplane,Cragside,Thriving,21.8,34.2,56.9,47.6
FX-3969,Emberoak,Cragside,Radiant,25.7,22.6,79.3,70.4
FX-3970,Thornlace,Sunspire Heights,Thriving,19.8,12.9,51.4,55.6
FX-3971,Thornlace,Sunspire Heights,Thriving,18.4,16.3,56.4,51.0
FX-3972,Ironcrown Oak,Cragside,Thriving,25.9,31.2,59.3,76.4
FX-3973,Thornlace,Sunspire Heights,Waning,18.1,13.1,39.2,51.2
FX-3974,Coralmaple,Cragside,Waning,32.3,17.8,37.9,67.5
FX-3975,Palepear,Mistfen Reach,Thriving,12.5,5.8,59.1,37.2
FX-3976,Ghostplane,Mistfen Reach,Thriving,18.5,30.4,64.0,42.2
FX-3977,Bloomspire,Mistfen Reach,Thriving,18.8,38.9,56.0,62.7
FX-3978,Coralmaple,Mistfen Reach,Thriving,31.4,25.3,46.8,64.0
FX-3979,Coralmaple,Mistfen Reach,Thriving,26.5,23.4,56.5,64.9
FX-3980,Duskmaple,Mistfen Reach,Radiant,18.1,22.4,86.7,67.8
FX-3981,Duskmaple,Cragside,Thriving,18.5,29.1,60.9,71.6
FX-3982,Glasszelkova,Sunspire Heights,Thriving,32.2,11.3,57.1,53.7
FX-3983,Emberoak,Hollowdeep,Thriving,22.5,29.7,62.9,59.0
FX-3984,Coralmaple,Cragside,Radiant,32.3,18.1,79.5,71.1
FX-3985,Ghostplane,Hollowdeep,Waning,17.7,29.1,32.9,36.2
FX-3986,Ghostplane,Sunspire Heights,Radiant,24.6,31.3,81.2,56.3
FX-3987,Duskmaple,Cragside,Thriving,23.8,23.7,57.8,64.0
FX-3988,Glasszelkova,Mistfen Reach,Thriving,28.5,10.3,41.9,39.6
FX-3989,Glasszelkova,Sunspire Heights,Thriving,27.8,12.9,45.3,59.8
FX-3990,Glasszelkova,Mistfen Reach,Waning,26.0,5.9,25.8,40.7
FX-3991,Verdant Ash,Mistfen Reach,Thriving,18.6,20.0,67.5,43.4
FX-3992,Whispering Linden,Mistfen Reach,Thriving,21.4,16.0,45.4,43.2
FX-3993,Goldfan Ginko,Mistfen Reach,Thriving,37.0,16.9,66.7,66.7
FX-3994,Verdant Ash,Sunspire Heights,Thriving,16.2,21.1,52.2,54.8
FX-3995,Verdant Ash,Hollowdeep,Thriving,17.4,19.9,42.0,42.0
FX-3996,Ironcrown Oak,Mistfen Reach,Waning,23.8,29.1,43.6,62.0
FX-3997,Duskmaple,Mistfen Reach,Thriving,18.7,22.6,57.1,64.3
FX-3998,Duskmaple,Mistfen Reach,Thriving,23.5,21.9,51.3,66.9
FX-3999,Verdant Ash,Hollowdeep,Radiant,11.7,20.1,77.0,47.2
FX-4000,Verdant Ash,Mistfen Reach,Thriving,14.7,20.2,50.7,45.2
FX-4001,Bloomspire,Mistfen Reach,Radiant,21.5,36.1,80.8,66.0
FX-4002,Goldfan Ginko,Sunspire Heights,Waning,35.5,16.6,24.3,71.1
FX-4003,Bloomspire,Cragside,Thriving,20.8,34.3,53.7,64.8
FX-4004,Emberoak,Mistfen Reach,Thriving,27.0,24.2,59.1,62.5
FX-4005,Thornlace,Mistfen Reach,Thriving,12.1,11.8,40.2,47.8
FX-4006,Emberoak,Hollowdeep,Waning,27.8,27.4,39.6,56.8
FX-4007,Duskmaple,Hollowdeep,Waning,17.2,22.0,14.3,65.9
FX-4008,Duskmaple,Mistfen Reach,Thriving,19.0,23.6,60.3,67.2
FX-4009,Thornlace,Cragside,Thriving,16.5,11.7,53.6,45.7
FX-4010,Thornlace,Hollowdeep,Thriving,16.8,17.6,57.6,45.5
FX-4011,Thornlace,Mistfen Reach,Radiant,15.2,12.2,84.8,46.9
FX-4012,Whispering Linden,Sunspire Heights,Thriving,29.4,21.4,52.0,57.3
FX-4013,Ghostplane,Sunspire Heights,Thriving,22.4,33.3,64.2,53.6
FX-4014,Palepear,Sunspire Heights,Thriving,23.6,8.0,57.8,61.8
FX-4015,Duskmaple,Hollowdeep,Waning,12.9,19.1,30.6,61.3
FX-4016,Duskmaple,Mistfen Reach,Thriving,17.7,23.8,48.1,58.3
FX-4017,Coralmaple,Sunspire Heights,Thriving,34.5,24.7,46.0,70.0
FX-4018,Palepear,Sunspire Heights,Waning,18.9,7.5,38.6,53.4
FX-4019,Ghostplane,Sunspire Heights,Thriving,19.5,35.9,57.4,53.4
FX-4020,Coralmaple,Mistfen Reach,Thriving,31.0,23.9,43.5,66.2
FX-4021,Whispering Linden,Mistfen Reach,Waning,25.9,19.7,27.3,46.2
FX-4022,Verdant Ash,Mistfen Reach,Thriving,16.2,17.4,57.2,47.2
FX-4023,Coralmaple,Mistfen Reach,Thriving,26.3,23.3,61.1,67.5
FX-4024,Whispering Linden,Sunspire Heights,Thriving,27.9,15.7,52.3,58.3
FX-4025,Verdant Ash,Sunspire Heights,Waning,22.0,15.8,31.7,48.7
FX-4026,Palepear,Hollowdeep,Husk,7.5,8.0,8.2,39.2
FX-4027,Palepear,Sunspire Heights,Husk,18.4,13.0,1.0,48.1
FX-4028,Glasszelkova,Cragside,Thriving,30.1,9.3,54.8,49.1
FX-4029,Ghostplane,Mistfen Reach,Thriving,18.5,34.6,48.8,44.6
FX-4030,Emberoak,Mistfen Reach,Thriving,23.8,27.3,53.7,63.4
FX-4031,Whispering Linden,Mistfen Reach,Radiant,24.1,15.6,79.6,49.5
FX-4032,Glasszelkova,Sunspire Heights,Thriving,28.1,11.4,54.3,57.2
FX-4033,Palepear,Sunspire Heights,Waning,24.4,7.6,30.6,52.3
FX-4034,Verdant Ash,Mistfen Reach,Radiant,18.0,13.1,81.5,49.0
FX-4035,Glasszelkova,Mistfen Reach,Thriving,31.0,12.2,60.9,45.2
FX-4036,Ghostplane,Mistfen Reach,Radiant,17.0,33.6,73.7,47.2
FX-4037,Bloomspire,Cragside,Radiant,21.5,33.5,78.3,69.0
FX-4038,Ghostplane,Hollowdeep,Thriving,17.6,28.8,57.3,35.7
FX-4039,Ironcrown Oak,Hollowdeep,Radiant,22.9,29.1,80.1,64.2
FX-4040,Glasszelkova,Mistfen Reach,Husk,28.6,12.3,19.5,43.4
FX-4041,Bloomspire,Cragside,Thriving,22.3,27.8,66.9,67.7
FX-4042,Palepear,Sunspire Heights,Thriving,17.3,5.8,43.1,45.3
FX-4043,Ghostplane,Mistfen Reach,Thriving,18.4,34.9,64.0,46.6
FX-4044,Duskmaple,Cragside,Radiant,20.5,25.6,79.4,66.6
FX-4045,Verdant Ash,Sunspire Heights,Thriving,25.1,17.6,52.0,55.5
FX-4046,Bloomspire,Cragside,Radiant,24.9,37.1,78.1,63.1
FX-4047,Goldfan Ginko,Cragside,Thriving,29.8,20.7,57.7,68.2
FX-4048,Bloomspire,Cragside,Thriving,20.7,34.2,59.7,68.9
FX-4049,Thornlace,Mistfen Reach,Thriving,12.4,12.9,57.5,51.4
FX-4050,Duskmaple,Cragside,Thriving,19.1,19.9,51.6,70.5
FX-4051,Palepear,Hollowdeep,Waning,8.2,10.8,28.6,33.9
FX-4052,Palepear,Sunspire Heights,Thriving,17.7,15.1,47.6,55.3
FX-4053,Emberoak,Hollowdeep,Waning,26.2,28.3,30.4,59.8
FX-4054,Ironcrown Oak,Hollowdeep,Thriving,19.3,31.5,58.2,61.0
FX-4055,Verdant Ash,Sunspire Heights,Thriving,24.0,18.6,52.7,51.7
FX-4056,Ghostplane,Sunspire Heights,Radiant,21.3,33.2,76.1,56.5
FX-4057,Thornlace,Mistfen Reach,Radiant,12.5,16.9,70.2,44.6
FX-4058,Glasszelkova,Cragside,Radiant,32.8,8.4,76.4,50.9
FX-4059,Ghostplane,Mistfen Reach,Thriving,18.7,34.5,55.2,39.3
FX-4060,Ghostplane,Sunspire Heights,Thriving,30.0,35.9,59.2,57.4
