lichen_isolate,gene_id,expression,expression_normalized
S092,XAN_5501,163.3,0.616627
S093,XAN_5501,162.2,-0.383211
S094,XAN_5501,163.8,0.578843
S095,XAN_5501,163.2,1.282498
S096,XAN_5501,162.1,0.214497
S097,XAN_5501,162.5,0.685338
S098,XAN_5501,163,1.484858
S099,XAN_5501,160.1,-1.870763
S100,XAN_5501,161.5,-0.79607000000000006
S101,XAN_5501,163.3,0.953361
S102,XAN_5501,161.6,-0.195043
S103,XAN_5501,161.6,-1.304863
S104,XAN_5501,162.3,0.794817
S105,XAN_5501,162.7,0.779431
S106,XAN_5501,162.6,0.137639
S107,XAN_5501,160.7,-1.63843
S108,XAN_5501,161.3,-1.602062
S109,XAN_5501,162.9,0.396916
S110,XAN_5501,162.6,0.78452
S111,XAN_5501,164.7,2.070458
S112,XAN_5501,163,1.695734
S113,XAN_5501,162.2,-0.313398
S114,XAN_5501,163,0.968659
S115,XAN_5501,162.8,0.19525
S116,XAN_5501,160.7,-1.625829
S117,XAN_5501,162.5,-0.644809
S118,XAN_5501,162.5,0.130389
S119,XAN_5501,164.4,1.656468
S120,XAN_5501,161,-1.252943
S121,XAN_5501,160,-1.909474
S122,XAN_5501,162.4,0.528304
S123,XAN_5501,160.7,-0.892679
S124,XAN_5501,161.1,-0.492577
S125,XAN_5501,159.6,-2.205345
S126,XAN_5501,161.7,-0.187135
S127,XAN_5501,161.9,-0.322702
S128,XAN_5501,161.6,-0.179935
S129,XAN_5501,162.4,0.712821
S130,XAN_5501,163,2.415946
S131,XAN_5501,161.2,-0.895942
S132,XAN_5501,162,0.501852
S133,XAN_5501,164,1.875416
S134,XAN_5501,162.6,0.525177
S135,XAN_5501,162.3,-0.599668
S136,XAN_5501,162.8,1.246686
S137,XAN_5501,161.7,-0.585682
S138,XAN_5501,160.7,-1.263566
S139,XAN_5501,161.1,-0.988666
S140,XAN_5501,162.2,0.16123
S141,XAN_5501,162.3,0.110608
S142,XAN_5501,161.5,-0.843516
S143,XAN_5501,163.9,1.603283
S144,XAN_5501,162.5,0.831791
S145,XAN_5501,162.1,0.570342
S146,XAN_5501,161.9,0.299511
S147,XAN_5501,163.4,1.557843
S148,XAN_5501,159.9,-1.76112
S149,XAN_5501,163.7,1.150439
S150,XAN_5501,163.4,1.71358
S151,XAN_5501,163.3,1.165255
S152,XAN_5501,162.4,0.257323
S153,XAN_5501,162.1,0.181773
S154,XAN_5501,164.1,0.939464
S155,XAN_5501,162,-0.500999
S156,XAN_5501,162.6,0.626628
S157,XAN_5501,163.6,0.916607
S158,XAN_5501,160.2,-1.596998
S159,XAN_5501,162,0.384317
S160,XAN_5501,163.4,2.175332
S161,XAN_5501,161.3,-0.796858
S162,XAN_5501,162.5,0.158272
S163,XAN_5501,161.7,0.011695
S164,XAN_5501,160.6,-1.110047
S165,XAN_5501,163,1.131073
S166,XAN_5501,162.8,0.505872
S167,XAN_5501,162.3,0.651595
S168,XAN_5501,162.7,0.695698
S169,XAN_5501,164,2.394834
S170,XAN_5501,163.1,0.798039
S171,XAN_5501,161.5,0.359373
S172,XAN_5501,162.9,1.421633
S173,XAN_5501,162,0.746844
S174,XAN_5501,159.9,-0.92039
S175,XAN_5501,162.8,1.094708
S176,XAN_5501,161.5,-0.528367
S177,XAN_5501,162.7,0.792076
S178,XAN_5501,161.5,-0.943649
S179,XAN_5501,162,0.46278
S180,XAN_5501,161.2,-1.093041
S181,XAN_5501,161.9,-0.168395
S182,XAN_5501,161.7,-0.266988
S183,XAN_5501,162.2,0.688373
S184,XAN_5501,163.6,1.480979
S185,XAN_5501,161.6,-0.743566
S186,XAN_5501,160.6,-1.319398
S187,XAN_5501,164.1,1.065987
S188,XAN_5501,160.2,-1.421177
S189,XAN_5501,162.4,-0.076491
S190,XAN_5501,160.2,-1.857797
S191,XAN_5501,161.4,-1.015335
S192,XAN_5501,161.5,-0.783948
S193,XAN_5501,162,0.373028
S194,XAN_5501,161.2,-1.292915
S195,XAN_5501,163.5,1.624676
S196,XAN_5501,162.6,1.199002
S197,XAN_5501,159.4,-1.960537
S198,XAN_5501,162,-0.353869
S199,XAN_5501,163.8,1.564481
S200,XAN_5501,160.4,-1.63562
S001,XAN_6080,450.7,-0.66039
S002,XAN_6080,452.3,0.106521
S003,XAN_6080,452.5,0.492624
S004,XAN_6080,452.2,0.599033
S005,XAN_6080,451.2,-0.107587
S006,XAN_6080,450.6,-1.022149
S007,XAN_6080,452,0.029169
S008,XAN_6080,452.2,-0.279096
S009,XAN_6080,451.2,-0.427082
S010,XAN_6080,452.4,0.779448
S011,XAN_6080,452.1,-0.237638
S012,XAN_6080,451.1,-0.699038
S013,XAN_6080,450.5,-1.062074
S014,XAN_6080,453.7,1.52288
S015,XAN_6080,452.9,1.420927
S016,XAN_6080,450.7,-1.120383
S017,XAN_6080,451.9,0.103756
S018,XAN_6080,453.6,1.054695
S019,XAN_6080,452.3,0.50781
S020,XAN_6080,450.7,-1.463202
S021,XAN_6080,451.8,0.117654
S022,XAN_6080,450.4,-1.414799
S023,XAN_6080,450.7,-0.807517
S024,XAN_6080,452.2,0.5284
S025,XAN_6080,451.2,-1.378328
S026,XAN_6080,451,-0.777774
S027,XAN_6080,451.2,-0.33536
S028,XAN_6080,451.9,-0.739692
S029,XAN_6080,452.4,0.882451
S030,XAN_6080,451.2,-0.771311
S031,XAN_6080,452.3,0.816453
S032,XAN_6080,450.3,-1.833167
S033,XAN_6080,451.6,0.291136
S034,XAN_6080,452.1,0.980923
S035,XAN_6080,450.7,-0.970188
S036,XAN_6080,452.6,0.59431
S037,XAN_6080,451.9,-0.967066
S038,XAN_6080,450.4,-0.751644
S039,XAN_6080,451.5,0.134542
S040,XAN_6080,452,0.422211
S041,XAN_6080,451.3,-0.307151
S042,XAN_6080,450.3,-0.943405
S043,XAN_6080,452.8,0.632337
S044,XAN_6080,451.8,-0.113932
S045,XAN_6080,451.4,-1.272209
S046,XAN_6080,451.9,-0.751724
S047,XAN_6080,452.3,1.003673
S048,XAN_6080,451.7,0.43001
S049,XAN_6080,451,-0.857187
S050,XAN_6080,451,-0.987159
S051,XAN_6080,451.7,0.368171
S052,XAN_6080,451.9,1.450002
S053,XAN_6080,452,1.922514
S054,XAN_6080,451.7,-0.027043
S055,XAN_6080,450.9,-0.568012
S056,XAN_6080,450.9,-0.826643
S057,XAN_6080,451.9,0.117499
S058,XAN_6080,451.9,-0.329642
S059,XAN_6080,452.5,0.293514
S060,XAN_6080,452.5,1.743811
S061,XAN_6080,451.5,0.157613
S062,XAN_6080,451.6,-0.548706
S063,XAN_6080,449.7,-2.18369
S064,XAN_6080,452.2,0.597108
S065,XAN_6080,450.7,-1.455552
S066,XAN_6080,451.9,1.091392
S067,XAN_6080,450.8,-2.54581
S068,XAN_6080,451.9,0.492934
S069,XAN_6080,450.8,-1.507575
S070,XAN_6080,452.7,0.898067
S071,XAN_6080,453.1,1.797174
S072,XAN_6080,451.2,-0.737915
S073,XAN_6080,451.6,-0.049911
S074,XAN_6080,452.7,1.1808
S075,XAN_6080,452.9,1.65831
S076,XAN_6080,453.3,1.252859
S077,XAN_6080,451.8,0.473696
S078,XAN_6080,452,0.078624
S079,XAN_6080,452.1,1.142305
S080,XAN_6080,450.8,-1.617522
S081,XAN_6080,452,0.404751
S082,XAN_6080,452.7,0.397689
S083,XAN_6080,453,1.272216
S084,XAN_6080,452.7,0.269037
S085,XAN_6080,453.2,1.761815
S086,XAN_6080,451.5,-0.39747
S087,XAN_6080,451.2,-0.707838
S088,XAN_6080,450.1,-1.88459
S089,XAN_6080,453.4,1.486379
S090,XAN_6080,452.7,0.202634
S091,XAN_6080,451.4,-0.254047
S092,XAN_6080,453.3,0.809405
S093,XAN_6080,451,-1.766999
S094,XAN_6080,453.3,0.360234
S095,XAN_6080,452.6,0.847765
S096,XAN_6080,452.5,0.972812
S097,XAN_6080,452.7,0.995445
S098,XAN_6080,452.2,0.867098
S099,XAN_6080,450.1,-1.635184
S100,XAN_6080,451.1,-1.048683
S101,XAN_6080,452.7,0.562441
S102,XAN_6080,450.6,-1.413406
S103,XAN_6080,451.6,-0.928165
S104,XAN_6080,452.4,1.023913
S105,XAN_6080,452.6,0.91943
S106,XAN_6080,452.1,-0.276538
S107,XAN_6080,450.2,-2.038944
S108,XAN_6080,451.4,-1.290531
S109,XAN_6080,452.4,0.137531
S110,XAN_6080,452,0.355086
S111,XAN_6080,454.7,2.314142
S112,XAN_6080,453.2,2.40497
S113,XAN_6080,452.1,-0.144433
S114,XAN_6080,453.7,1.886368
S115,XAN_6080,451.8,-0.540909
S116,XAN_6080,451.2,-0.982247
S117,XAN_6080,452,-0.983301
S118,XAN_6080,451.6,-0.982832
S119,XAN_6080,454.8,2.336917
S120,XAN_6080,451.8,-0.162493
S121,XAN_6080,450.2,-1.620407
S122,XAN_6080,451.8,0.043038
S123,XAN_6080,450.7,-0.696243
S124,XAN_6080,451.1,-0.284039
S125,XAN_6080,449.9,-1.836521
S126,XAN_6080,451.8,0.099694
S127,XAN_6080,451.4,-0.731694
S128,XAN_6080,451.9,0.114343
S129,XAN_6080,451.5,-0.124691
S130,XAN_6080,452.1,1.336079
S131,XAN_6080,450.3,-2.026425
S132,XAN_6080,452.1,0.890237
S133,XAN_6080,453.5,1.6255
S134,XAN_6080,453.3,1.330673
S135,XAN_6080,452,-0.704822
S136,XAN_6080,452.8,1.530425
S137,XAN_6080,451.9,-0.247905
S138,XAN_6080,450.9,-0.930023
S139,XAN_6080,451.3,-0.459863
S140,XAN_6080,451.6,-0.313097
S141,XAN_6080,451.9,-0.066435
S142,XAN_6080,451.8,0.093775
S143,XAN_6080,453.9,1.796738
S144,XAN_6080,452.6,1.097114
S145,XAN_6080,452,0.720627
S146,XAN_6080,452,0.590285
S147,XAN_6080,453.8,2.110523
S148,XAN_6080,450.5,-1.008909
S149,XAN_6080,452.9,0.648942
S150,XAN_6080,452.8,1.278338
S151,XAN_6080,453.1,1.202924
S152,XAN_6080,451.7,-0.186062
S153,XAN_6080,452.9,1.792411
S154,XAN_6080,453.2,0.498856
S155,XAN_6080,450.5,-1.802953
S156,XAN_6080,452.6,0.902011
S157,XAN_6080,453.5,1.18908
S158,XAN_6080,449.3,-2.13056
S159,XAN_6080,451.6,0.091596
S160,XAN_6080,452.1,0.467551
S161,XAN_6080,451.5,-0.406315
S162,XAN_6080,451.9,-0.180742
S163,XAN_6080,451.7,0.390718
S164,XAN_6080,450.2,-1.397703
S165,XAN_6080,452.2,0.559306
S166,XAN_6080,452.1,0.061762
S167,XAN_6080,452,0.549476
S168,XAN_6080,452.1,0.08054
S169,XAN_6080,453.3,1.915633
S170,XAN_6080,452.6,0.434182
S171,XAN_6080,451.4,0.46603
S172,XAN_6080,452.1,0.624208
S173,XAN_6080,451.7,0.656977
S174,XAN_6080,449.2,-1.22695
S175,XAN_6080,453.2,2.11166
S176,XAN_6080,451.1,-0.891226
S177,XAN_6080,452.8,1.065078
S178,XAN_6080,451.3,-0.951343
S179,XAN_6080,451.1,-0.381017
S180,XAN_6080,451,-1.110804
S181,XAN_6080,450.8,-1.466547
S182,XAN_6080,451.5,-0.271074
S183,XAN_6080,452.7,1.585569
S184,XAN_6080,453.1,1.231607
S185,XAN_6080,451.9,-0.296107
S186,XAN_6080,450.4,-1.345924
S187,XAN_6080,453.8,1.014828
S188,XAN_6080,449.8,-1.552592
S189,XAN_6080,452.6,0.24851
S190,XAN_6080,450.3,-1.586042
S191,XAN_6080,451.1,-1.155512
S192,XAN_6080,451.3,-0.790857
S193,XAN_6080,451.5,-0.22682
S194,XAN_6080,451,-1.301215
S195,XAN_6080,452,-0.216685
S196,XAN_6080,452.4,1.211986
S197,XAN_6080,450.1,-1.24938
S198,XAN_6080,452.2,-0.011115
S199,XAN_6080,454.1,2.081557
S200,XAN_6080,449.9,-1.959393
S001,XAN_6246,880.1,0.66035
S002,XAN_6246,881.5,1.665945
S003,XAN_6246,881.1,1.085197
S004,XAN_6246,882.2,2.777994
S005,XAN_6246,880.5,1.175892
S006,XAN_6246,878.6,-1.280214
S007,XAN_6246,879.8,-0.358834
S008,XAN_6246,880.6,0.061858
S009,XAN_6246,881.3,1.474339
S010,XAN_6246,878,-2.558364
S011,XAN_6246,880.2,-0.321176
S012,XAN_6246,880,0.00692
S013,XAN_6246,877.9,-2.403311
S014,XAN_6246,879,-1.508818
S015,XAN_6246,879.9,0.095127
S016,XAN_6246,879.7,-0.301891
S017,XAN_6246,879.3,-0.650251
S018,XAN_6246,879.9,-0.419792
S019,XAN_6246,882,2.66217
S020,XAN_6246,879.5,-0.782349
S021,XAN_6246,881.3,1.46961
S022,XAN_6246,881.2,1.027647
S023,XAN_6246,881.6,2.267313
S024,XAN_6246,878.8,-1.702365
S025,XAN_6246,880.9,0.671255
S026,XAN_6246,878.2,-2.006702
S027,XAN_6246,880.6,1.495414
S028,XAN_6246,881.5,1.601794
S029,XAN_6246,878.9,-1.572407
S030,XAN_6246,880.4,0.220918
S031,XAN_6246,880,0.179291
S032,XAN_6246,879.5,-0.475449
S033,XAN_6246,881,1.975494
S034,XAN_6246,879.5,-0.120703
S035,XAN_6246,879.6,-0.259957
S036,XAN_6246,881,0.900571
S037,XAN_6246,880.3,-0.440297
S038,XAN_6246,881.4,1.87015
S039,XAN_6246,879.5,-0.154918
S040,XAN_6246,879.9,0.075962
S041,XAN_6246,879,-1.298128
S042,XAN_6246,879.3,-0.140035
S043,XAN_6246,879.6,-0.756065
S044,XAN_6246,881.4,1.45454
S045,XAN_6246,878.9,-2.096309
S046,XAN_6246,880,-0.813185
S047,XAN_6246,880.1,0.682805
S048,XAN_6246,880.3,1.17117
S049,XAN_6246,881,1.277651
S050,XAN_6246,879.1,-1.189883
S051,XAN_6246,880.4,1.067143
S052,XAN_6246,879.2,-0.378727
S053,XAN_6246,879.7,0.940904
S054,XAN_6246,879.7,-0.207826
S055,XAN_6246,879.7,0.207478
S056,XAN_6246,881.6,1.746223
S057,XAN_6246,879.7,-0.416701
S058,XAN_6246,878.3,-2.505503
S059,XAN_6246,880.3,-0.220493
S060,XAN_6246,880.5,1.492096
S061,XAN_6246,880.5,1.431966
S062,XAN_6246,880.5,0.250743
S063,XAN_6246,880.7,2.100202
S064,XAN_6246,880.1,0.199966
S065,XAN_6246,878.7,-1.766095
S066,XAN_6246,880.5,1.551548
S067,XAN_6246,880.1,-0.74363
S068,XAN_6246,878.4,-2.232512
S069,XAN_6246,880,-0.293926
S070,XAN_6246,878.5,-2.92191
S071,XAN_6246,881.2,1.819241
S072,XAN_6246,880.7,1.040306
S073,XAN_6246,878.7,-1.528519
S074,XAN_6246,880.1,0.310724
S075,XAN_6246,881.1,1.770978
S076,XAN_6246,880.7,0.573958
S077,XAN_6246,880.1,0.582681
S078,XAN_6246,880.1,-0.019548
S079,XAN_6246,879.2,-0.05007
S080,XAN_6246,879,-1.661342
S081,XAN_6246,881.6,1.647609
S082,XAN_6246,878.6,-1.714172
S083,XAN_6246,879.8,0.03946
S084,XAN_6246,878.1,-2.671374
S085,XAN_6246,879.2,-1.663521
S086,XAN_6246,880.4,0.277937
S087,XAN_6246,878.8,-1.229214
S088,XAN_6246,880.8,1.040849
S089,XAN_6246,879.3,-0.812249
S090,XAN_6246,880.3,-0.257441
S091,XAN_6246,882.3,2.862593
S092,XAN_6246,880.3,-0.18406
S093,XAN_6246,879.8,-0.911538
S094,XAN_6246,882.1,0.996869
S095,XAN_6246,878.7,-1.636767
S096,XAN_6246,879.6,-0.409474
S097,XAN_6246,879.3,-0.231823
S098,XAN_6246,878.7,-1.006052
S099,XAN_6246,879.3,-0.280841
S100,XAN_6246,879.9,-0.288038
S101,XAN_6246,880.6,0.327946
S102,XAN_6246,878.8,-1.50087
S103,XAN_6246,880,-0.483793
S104,XAN_6246,879.9,0.517369
S105,XAN_6246,878.3,-2.296297
S106,XAN_6246,879.9,-0.817998
S107,XAN_6246,878.9,-1.476162
S108,XAN_6246,879.5,-1.405114
S109,XAN_6246,880,-0.38359
S110,XAN_6246,879.8,-0.06996
S111,XAN_6246,880.5,6.05e-4
S112,XAN_6246,880.2,0.443806
S113,XAN_6246,879.7,-1.09954
S114,XAN_6246,881.2,1.304052
S115,XAN_6246,879.9,-0.613471
S116,XAN_6246,880.9,0.527732
S117,XAN_6246,880.2,-0.931415
S118,XAN_6246,879,-2.342526
S119,XAN_6246,879.7,-1.158438
S120,XAN_6246,879.3,-0.960948
S121,XAN_6246,879.9,-0.42636
S122,XAN_6246,881.3,1.807025
S123,XAN_6246,880.3,0.887271
S124,XAN_6246,880.6,1.250636
S125,XAN_6246,879.3,-0.895577
S126,XAN_6246,879.7,-0.182791
S127,XAN_6246,880.3,0.292598
S128,XAN_6246,881.3,0.902179
S129,XAN_6246,880.5,0.923955
S130,XAN_6246,879.7,0.398839
S131,XAN_6246,880.2,0.744636
S132,XAN_6246,879.9,0.403977
S133,XAN_6246,880.5,0.559278
S134,XAN_6246,878.7,-1.201776
S135,XAN_6246,880,-0.895883
S136,XAN_6246,880.8,1.382796
S137,XAN_6246,878.5,-1.678771
S138,XAN_6246,878.2,-1.808979
S139,XAN_6246,879,-1.202714
S140,XAN_6246,879.8,-0.294766
S141,XAN_6246,879.7,-0.424896
S142,XAN_6246,880.1,0.35449
S143,XAN_6246,881.5,1.413828
S144,XAN_6246,880.2,0.621157
S145,XAN_6246,881,2.036942
S146,XAN_6246,880.5,0.945672
S147,XAN_6246,879.4,-0.203025
S148,XAN_6246,880.5,0.821626
S149,XAN_6246,880.5,0.180012
S150,XAN_6246,879.1,-0.965195
S151,XAN_6246,881.1,1.054685
S152,XAN_6246,881.7,1.575035
S153,XAN_6246,880.6,1.107968
S154,XAN_6246,879.7,-0.623816
S155,XAN_6246,880.9,0.498722
S156,XAN_6246,881,1.29685
S157,XAN_6246,880.9,-0.313449
S158,XAN_6246,881,0.509699
S159,XAN_6246,878.5,-1.942512
S160,XAN_6246,879.5,-0.813251
S161,XAN_6246,881.2,1.21371
S162,XAN_6246,879.2,-0.987215
S163,XAN_6246,879.1,-1.221394
S164,XAN_6246,880.2,0.997231
S165,XAN_6246,881.2,1.460556
S166,XAN_6246,881.1,0.894584
S167,XAN_6246,879,-0.806528
S168,XAN_6246,880.7,0.845077
S169,XAN_6246,878.6,-1.142937
S170,XAN_6246,880.8,0.548793
S171,XAN_6246,880.4,1.448801
S172,XAN_6246,878.8,-1.503737
S173,XAN_6246,877.9,-1.279478
S174,XAN_6246,880.4,0.5324
S175,XAN_6246,879.7,-0.688121
S176,XAN_6246,879.6,-0.363579
S177,XAN_6246,880.5,0.686847
S178,XAN_6246,880.2,-0.104261
S179,XAN_6246,880.2,0.759876
S180,XAN_6246,879.3,-0.991153
S181,XAN_6246,879.9,-0.136106
S182,XAN_6246,879.3,-0.766074
S183,XAN_6246,881.6,2.663639
S184,XAN_6246,879.9,-0.02996
S185,XAN_6246,880,-0.359499
S186,XAN_6246,879.9,0.282576
S187,XAN_6246,881,0.298446
S188,XAN_6246,879.1,-0.939555
S189,XAN_6246,879.3,-0.963225
S190,XAN_6246,880.8,0.801144
S191,XAN_6246,879.2,-1.321763
S192,XAN_6246,881.8,1.724197
S193,XAN_6246,880.2,0.867202
S194,XAN_6246,880,-0.711926
S195,XAN_6246,878.9,-2.168732
S196,XAN_6246,880,0.557191
S197,XAN_6246,881.7,1.693899
S198,XAN_6246,878.7,-1.518147
S199,XAN_6246,879.3,-0.860409
S200,XAN_6246,879.6,-0.463607
